Format Version,1.23,Take Name,Take 2024-05-04 07.06.18 PM,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2024-05-04 07.06.19.896 PM,Capture Start Frame,890673,Total Frames in Take,44039,Total Exported Frames,44039,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
243,8.100000,-3.734360,2.597573,3.479751,545.240051,887.735657,260.756195
244,8.133333,-3.731857,2.594915,3.480580,545.239807,887.734680,260.755371
245,8.166667,-3.733891,2.595346,3.466652,545.236694,887.744263,260.757080
246,8.200000,-3.727255,2.600233,3.488604,545.239929,887.736755,260.763123
247,8.233333,-3.729317,2.599506,3.481739,545.243225,887.736938,260.772491
248,8.266667,-3.728779,2.595765,3.471006,545.236877,887.728027,260.773712
249,8.300000,-3.729079,2.597795,3.482420,545.242371,887.730286,260.770691
250,8.333333,-3.728220,2.597099,3.457726,545.249451,887.731506,260.768250
251,8.366667,-3.728196,2.598916,3.482192,545.239868,887.735657,260.780426
252,8.400000,-3.723258,2.600268,3.493042,545.241028,887.734802,260.775055
253,8.433333,-3.728127,2.597307,3.467060,545.247681,887.740112,260.783020
254,8.466667,-3.724101,2.597760,3.489054,545.243042,887.731262,260.790192
255,8.500000,-3.725734,2.597962,3.483832,545.243103,887.733032,260.786346
256,8.533333,-3.726961,2.598885,3.480274,545.246521,887.733276,260.791809
257,8.566667,-3.723754,2.598946,3.492276,545.237610,887.735413,260.803864
258,8.600000,-3.726795,2.596180,3.464955,545.245605,887.740967,260.798096
259,8.633333,-3.724007,2.598505,3.475004,545.246521,887.736450,260.794434
260,8.666667,-3.721260,2.598334,3.495073,545.237549,887.731934,260.798431
261,8.700000,-3.721242,2.601771,3.484993,545.243286,887.729065,260.802063
262,8.733333,-3.722651,2.600832,3.482370,545.246094,887.729309,260.802765
263,8.766667,-3.722250,2.600756,3.482195,545.249695,887.725159,260.806183
264,8.800000,-3.723993,2.597901,3.483920,545.243469,887.731750,260.812042
265,8.833333,-3.586180,2.507554,3.402383,545.306274,887.744446,260.790192
266,8.866667,-3.602475,2.457866,3.204737,545.249451,887.787292,260.847595
267,8.900000,-3.456842,2.347336,3.175352,545.198792,887.791687,261.021484
268,8.933333,-3.332604,2.269781,3.173444,545.099121,887.852966,261.221741
269,8.966667,-3.136261,2.161950,3.104605,545.017517,887.818481,261.424622
270,9.000000,-2.977239,2.003922,2.950109,544.896667,887.805603,261.770508
271,9.033333,-2.753842,1.869338,2.761363,544.783264,887.673340,261.992493
272,9.066667,-2.508978,1.695883,2.578190,544.715149,887.555237,262.293640
273,9.100000,-2.224827,1.512239,2.365917,544.587341,887.449890,262.550568
274,9.133333,-1.971865,1.202647,2.070941,544.314941,887.464355,262.951233
275,9.166667,-1.703936,0.964470,1.813473,544.150269,887.417664,263.426086
276,9.200000,-1.379507,0.764472,1.772867,543.822327,887.309326,263.711761
277,9.233333,-1.091857,0.502571,1.527937,543.642578,887.196289,264.205261
278,9.266667,-0.801007,0.301540,1.288538,543.376099,887.106506,264.614929
279,9.300000,-0.515518,0.079618,1.059689,543.137268,887.060547,265.190002
280,9.333333,-0.252781,-0.122213,0.848512,542.880798,886.972778,265.660919
281,9.366667,0.065326,-0.291873,0.557897,542.703003,886.804688,266.093689
282,9.400000,0.279239,-0.540503,0.490095,542.320496,886.902588,266.642059
283,9.433333,0.458162,-0.650500,0.502330,542.155518,886.893494,267.010803
284,9.466667,0.698989,-0.831834,0.352938,542.011902,886.837585,267.226166
285,9.500000,0.809172,-0.921493,0.220373,541.863770,886.744080,267.522980
286,9.533333,0.940441,-1.012181,0.133940,541.678162,886.667725,267.741180
287,9.566667,1.019312,-1.114981,-0.001438,541.463013,886.655396,267.952698
288,9.600000,1.132093,-1.265150,-0.076205,541.202087,886.655518,268.313690
289,9.633333,1.245303,-1.326933,-0.138038,541.043457,886.612427,268.565308
290,9.666667,1.385313,-1.361321,-0.123216,540.931824,886.591736,268.752045
291,9.700000,1.464012,-1.435592,-0.149718,540.805298,886.580811,268.914703
292,9.733333,1.533197,-1.482484,-0.189524,540.702271,886.548462,268.996490
293,9.766667,1.574639,-1.539673,-0.256597,540.609802,886.528687,269.061646
